#,Product Categories,Product Name, Price MXN , Price USD ,Brand,Colour,Product Label,Stock,Sells,Projected Restocking,Purchase Rate
218,Food,12COLCAP,$120.00 ,$6.45 ,STARBUCKS,N/A,FOSTN/12C,101,98,97.03%,97%
219,Food,12SPECAP,$150.00 ,$8.06 ,STARBUCKS,N/A,FOSTN/12S,134,53,39.55%,40%
220,Food,MATTEA,$300.00 ,$16.13 ,STARBUCKS,N/A,FOSTN/MAT,146,70,47.95%,48%
221,Food,CHOCOMILK,$100.00 ,$5.38 ,NESTLE,N/A,FONEN/CHO,332,29,8.73%,9%
222,Food,1LYOGURT,$30.00 ,$1.61 ,NESTLE,N/A,FONEN/1LY,125,76,60.80%,61%
223,Food,25YOGURT,$9.50 ,$0.51 ,NESTLE,N/A,FONEN/25Y,132,55,41.67%,42%
224,Food,SNESCAFE,$70.00 ,$3.76 ,NESTLE,N/A,FONEN/SNE,326,25,7.67%,8%
225,Food,GNESCAFE,$120.00 ,$6.45 ,NESTLE,N/A,FONEN/GNE,269,70,26.02%,26%
226,Food,LECHERA,$35.00 ,$1.88 ,NESTLE,N/A,FONEN/LEC,203,99,48.77%,49%
227,Food,SNIDO,$35.00 ,$1.88 ,NESTLE,N/A,FONEN/SNI,176,2,1.14%,1%
228,Food,GNIDO,$250.00 ,$13.44 ,NESTLE,N/A,FONEN/GNI,332,44,13.25%,13%
229,Food,KELLOGS,$50.00 ,$2.69 ,NESTLE,N/A,FONEN/KEL,298,28,9.40%,9%
230,Food,COLCOFFEE,$250.00 ,$13.44 ,STARBUCKS,N/A,FOSTN/COL,262,44,16.79%,17%
231,Food,CHICOFFEE,$300.00 ,$16.13 ,STARBUCKS,N/A,FOSTN/CHI,289,91,31.49%,31%
232,Food,KENCOFFEE,$270.00 ,$14.52 ,STARBUCKS,N/A,FOSTN/KEN,227,41,18.06%,18%
233,Food,AUSCOFFEE,$310.00 ,$16.67 ,STARBUCKS,N/A,FOSTN/AUS,314,29,9.24%,9%
234,Food,CORNFLAKES,$52.00 ,$2.80 ,DANONE,N/A,FODAN/COR,194,80,41.24%,41%
235,Food,1LYOGURT,$35.00 ,$1.88 ,DANONE,N/A,FODAN/1LY,114,2,1.75%,2%
236,Food,25YOGURT,$12.50 ,$0.67 ,DANONE,N/A,FODAN/25Y,263,54,20.53%,21%
237,Food,DANONINO,$12.00 ,$0.65 ,DANONE,N/A,FODAN/DAN,133,4,3.01%,3%
238,Food,DANETTE,$15.00 ,$0.81 ,DANONE,BLUE,FODABLDAN,287,48,16.72%,17%
239,Food,BONAFONT,$49.00 ,$2.63 ,DANONE,N/A,FODAN/BON,317,26,8.20%,8%
240,Food,1LBONAFONT,$15.00 ,$0.81 ,DANONE,N/A,FODAN/1LB,249,66,26.51%,27%
