Country Name,Indicator Name,Year Of Birth,Value
European Union,Exports of goods and services,1992,25.4779853
European Union,Parents rate,1992,1.575523358
European Union,Imports of goods and services,1992,25.61662404
European Union,"Industry, value added",1992,30.33945856
European Union,Customers local visits (per year),1992,75.28681784
European Union,Customers density,1992,114.127577
European Union,"Services, etc., value added",1992,67.0946142
European Union,New products value added,1997,2.822417761
European Union,Domestic credit provided,1997,103.3179419
European Union,Exports of goods and services,1997,30.7500852
European Union,Parents rate,1997,1.453170966
European Union,Imports of goods and services,1997,29.06871901
European Union,"Industry, value added",1997,28.71299122
European Union,Customers local visits (per year),1997,76.35870711
European Union,Customers density,1997,115.4232295
European Union,"Services, etc., value added",1997,68.46459102
European Union,New products value added,2002,2.18560322
European Union,Domestic credit provided,2002,114.6099377
European Union,Exports of goods and services,2002,33.55599395
European Union,Parents rate,2002,1.445131655
European Union,Imports of goods and services,2002,32.18113903
European Union,"Industry, value added",2002,27.03290918
European Union,Customers local visits (per year),2002,77.60548207
European Union,Customers density,2002,115.6535016
European Union,"Services, etc., value added",2002,70.7814876
European Union,New products value added,2007,1.695444171
European Union,Domestic credit provided,2007,141.2224567
European Union,Exports of goods and services,2007,38.28003306
European Union,Parents rate,2007,1.558121538
European Union,Imports of goods and services,2007,37.58536219
European Union,"Industry, value added",2007,26.62159431
European Union,Customers local visits (per year),2007,78.96821027
European Union,Customers density,2007,117.9202581
European Union,"Services, etc., value added",2007,71.68296152
Faroe Islands,New products value added,1962,
Faroe Islands,Domestic credit provided,1962,
Faroe Islands,Exports of goods and services,1962,
Faroe Islands,Parents rate,1962,
Faroe Islands,Imports of goods and services,1962,
Faroe Islands,"Industry, value added",1962,
Faroe Islands,Customers local visits (per year),1962,
Faroe Islands,Customers density,1962,25.18123209
Faroe Islands,"Services, etc., value added",1962,
Faroe Islands,New products value added,1967,
Faroe Islands,Domestic credit provided,1967,
Faroe Islands,Exports of goods and services,1967,
Faroe Islands,Parents rate,1967,
Faroe Islands,Imports of goods and services,1967,
Faroe Islands,"Industry, value added",1967,
Faroe Islands,Customers local visits (per year),1967,
Faroe Islands,Customers density,1967,26.68911175
Faroe Islands,"Services, etc., value added",1967,
Faroe Islands,New products value added,1972,
Faroe Islands,Domestic credit provided,1972,
Faroe Islands,Exports of goods and services,1972,
Faroe Islands,Parents rate,1972,3.3
Faroe Islands,Imports of goods and services,1972,
Faroe Islands,"Industry, value added",1972,
Faroe Islands,Customers local visits (per year),1972,
Faroe Islands,Customers density,1972,28.19484241
Faroe Islands,"Services, etc., value added",1972,
Faroe Islands,New products value added,1977,
Faroe Islands,Domestic credit provided,1977,
Faroe Islands,Exports of goods and services,1977,
Faroe Islands,Parents rate,1977,2.7
Faroe Islands,Imports of goods and services,1977,
Faroe Islands,"Industry, value added",1977,
Faroe Islands,Customers local visits (per year),1977,
Faroe Islands,Customers density,1977,29.68982808
Faroe Islands,"Services, etc., value added",1977,
Faroe Islands,New products value added,1982,
Faroe Islands,Domestic credit provided,1982,
Faroe Islands,Exports of goods and services,1982,
Faroe Islands,Parents rate,1982,2.3
Faroe Islands,Imports of goods and services,1982,
Faroe Islands,"Industry, value added",1982,
Faroe Islands,Customers local visits (per year),1982,
Faroe Islands,Customers density,1982,31.59383954
Faroe Islands,"Services, etc., value added",1982,
Faroe Islands,New products value added,1987,
Faroe Islands,Domestic credit provided,1987,
Faroe Islands,Exports of goods and services,1987,
Faroe Islands,Parents rate,1987,2.4
Faroe Islands,Imports of goods and services,1987,
Faroe Islands,"Industry, value added",1987,
Faroe Islands,Customers local visits (per year),1987,75.46585366
Faroe Islands,Customers density,1987,33.80659026
Faroe Islands,"Services, etc., value added",1987,
Faroe Islands,New products value added,1992,
Faroe Islands,Domestic credit provided,1992,
Faroe Islands,Exports of goods and services,1992,
Faroe Islands,Parents rate,1992,2.5
Faroe Islands,Imports of goods and services,1992,
Faroe Islands,"Industry, value added",1992,
Faroe Islands,Customers local visits (per year),1992,76.61463415
Faroe Islands,Customers density,1992,33.36246418
Faroe Islands,"Services, etc., value added",1992,
Faroe Islands,New products value added,1997,
Faroe Islands,Domestic credit provided,1997,
Faroe Islands,Exports of goods and services,1997,
Faroe Islands,Parents rate,1997,2.5
Faroe Islands,Imports of goods and services,1997,
Faroe Islands,"Industry, value added",1997,
Faroe Islands,Customers local visits (per year),1997,77.82195122
Faroe Islands,Customers density,1997,31.85315186
Faroe Islands,"Services, etc., value added",1997,
Faroe Islands,New products value added,2002,
Faroe Islands,Domestic credit provided,2002,
Faroe Islands,Exports of goods and services,2002,47.12402636
Faroe Islands,Parents rate,2002,2.6
Faroe Islands,Imports of goods and services,2002,48.14260036
Faroe Islands,"Industry, value added",2002,
Faroe Islands,Customers local visits (per year),2002,78.84390244
Faroe Islands,Customers density,2002,33.99140401
Faroe Islands,"Services, etc., value added",2002,51.94727382
Faroe Islands,New products value added,2007,
Faroe Islands,Domestic credit provided,2007,
Faroe Islands,Exports of goods and services,2007,42.12223835
Faroe Islands,Parents rate,2007,2.6
Faroe Islands,Imports of goods and services,2007,58.37768102
Faroe Islands,"Industry, value added",2007,
Faroe Islands,Customers local visits (per year),2007,79.83658537
Faroe Islands,Customers density,2007,34.81303725
Faroe Islands,"Services, etc., value added",2007,54.8540558
Fiji,New products value added,1962,
Fiji,Domestic credit provided,1962,11.26434426
Fiji,Exports of goods and services,1962,35.6557377
Fiji,Parents rate,1962,6.085
Fiji,Imports of goods and services,1962,38.83196721
Fiji,"Industry, value added",1962,
Fiji,Customers local visits (per year),1962,56.81746341
Fiji,Customers density,1962,23.07476738
Fiji,"Services, etc., value added",1962,
Fiji,New products value added,1967,29.58226769
Fiji,Domestic credit provided,1967,12.74541284
Fiji,Exports of goods and services,1967,44.57186544
Fiji,Parents rate,1967,5.083
Fiji,Imports of goods and services,1967,47.24770642
Fiji,"Industry, value added",1967,25.74595055
Fiji,Customers local visits (per year),1967,58.80834146
Fiji,Customers density,1967,26.70558292
Fiji,"Services, etc., value added",1967,44.67178176
Fiji,New products value added,1972,24.98915401
Fiji,Domestic credit provided,1972,21.39265212
Fiji,Exports of goods and services,1972,45.88595484
Fiji,Parents rate,1972,4.275
Fiji,Imports of goods and services,1972,55.18561041
Fiji,"Industry, value added",1972,22.73318872
Fiji,Customers local visits (per year),1972,60.58802439
Fiji,Customers density,1972,29.71050903
Fiji,"Services, etc., value added",1972,52.27765727
Fiji,New products value added,1977,23.32839194
Fiji,Domestic credit provided,1977,21.67854341
Fiji,Exports of goods and services,1977,43.91757791
Fiji,Parents rate,1977,3.992
Fiji,Imports of goods and services,1977,46.67478261
Fiji,"Industry, value added",1977,20.70332873
Fiji,Customers local visits (per year),1977,62.12958537
Fiji,Customers density,1977,32.74537493
Fiji,"Services, etc., value added",1977,55.96827933
Fiji,New products value added,1982,20.27005442
Fiji,Domestic credit provided,1982,30.00323363
Fiji,Exports of goods and services,1982,43.23183329
Fiji,Parents rate,1982,3.813
Fiji,Imports of goods and services,1982,49.63622564
Fiji,"Industry, value added",1982,21.32007005
Fiji,Customers local visits (per year),1982,63.57817073
Fiji,Customers density,1982,36.57339901
Fiji,"Services, etc., value added",1982,58.40987554
Fiji,New products value added,1987,23.0332252
Fiji,Domestic credit provided,1987,36.93864319
Fiji,Exports of goods and services,1987,45.31804532
Fiji,Parents rate,1987,3.512
Fiji,Imports of goods and services,1987,42.04204204
Fiji,"Industry, value added",1987,21.22157757
Fiji,Customers local visits (per year),1987,64.87329268
Fiji,Customers density,1987,39.50328407
Fiji,"Services, etc., value added",1987,55.74519723
Fiji,New products value added,1992,20.14181013
Fiji,Domestic credit provided,1992,46.12448421
Fiji,Exports of goods and services,1992,51.91764757
Fiji,Parents rate,1992,3.352
Fiji,Imports of goods and services,1992,54.91465057
Fiji,"Industry, value added",1992,25.1652453
Fiji,Customers local visits (per year),1992,66.0112439
Fiji,Customers density,1992,40.75172414
Fiji,"Services, etc., value added",1992,54.69294457
Fiji,New products value added,1997,17.33348841
Fiji,Domestic credit provided,1997,39.29049651
Fiji,Exports of goods and services,1997,61.03999206
Fiji,Parents rate,1997,3.209
Fiji,Imports of goods and services,1997,58.44001191
Fiji,"Industry, value added",1997,24.97867721
Fiji,Customers local visits (per year),1997,67.03756098
Fiji,Customers density,1997,43.39677066
Fiji,"Services, etc., value added",1997,57.68783438
Fiji,New products value added,2002,15.3173612
Fiji,Domestic credit provided,2002,91.43995704
Fiji,Exports of goods and services,2002,61.48471555
Fiji,Parents rate,2002,3.001
Fiji,Imports of goods and services,2002,63.92405346
Fiji,"Industry, value added",2002,22.90036788
Fiji,Customers local visits (per year),2002,67.96709756
Fiji,Customers density,2002,44.64646962
Fiji,"Services, etc., value added",2002,61.78227092
Fiji,New products value added,2007,13.90617857
Fiji,Domestic credit provided,2007,119.972083
Fiji,Exports of goods and services,2007,49.03974957
Fiji,Parents rate,2007,2.774
Fiji,Imports of goods and services,2007,61.5940737
Fiji,"Industry, value added",2007,18.11670489
Fiji,Customers local visits (per year),2007,68.84341463
Fiji,Customers density,2007,45.68850575
Fiji,"Services, etc., value added",2007,67.97711654
Finland,New products value added,1962,
Finland,Domestic credit provided,1962,40.99091912
Finland,Exports of goods and services,1962,19.92028388
Finland,Parents rate,1962,2.68
Finland,Imports of goods and services,1962,21.43795459
Finland,"Industry, value added",1962,
Finland,Customers local visits (per year),1962,68.57780488
Finland,Customers density,1962,14.74586493
Finland,"Services, etc., value added",1962,
Finland,New products value added,1967,
Finland,Domestic credit provided,1967,45.62410553
Finland,Exports of goods and services,1967,18.52423682
Finland,Parents rate,1967,2.32
Finland,Imports of goods and services,1967,19.78901967
Finland,"Industry, value added",1967,
Finland,Customers local visits (per year),1967,69.66658537
Finland,Customers density,1967,15.12112676
Finland,"Services, etc., value added",1967,
Finland,New products value added,1972,
Finland,Domestic credit provided,1972,40.305795
Finland,Exports of goods and services,1972,23.63558069
Finland,Parents rate,1972,1.58
Finland,Imports of goods and services,1972,24.11927991
Finland,"Industry, value added",1972,
Finland,Customers local visits (per year),1972,70.70731707
Finland,Customers density,1972,15.23246659
Finland,"Services, etc., value added",1972,
Finland,New products value added,1977,9.652385742
Finland,Domestic credit provided,1977,43.1881196
Finland,Exports of goods and services,1977,26.83136713
Finland,Parents rate,1977,1.68
Finland,Imports of goods and services,1977,25.51972878
Finland,"Industry, value added",1977,37.33081076
Finland,Customers local visits (per year),1977,72.3502439
Finland,Customers density,1977,15.55829804
Finland,"Services, etc., value added",1977,53.0168035
Finland,New products value added,1982,8.730804568
Finland,Domestic credit provided,1982,48.44280354
Finland,Exports of goods and services,1982,28.85526838
Finland,Parents rate,1982,1.71
Finland,Imports of goods and services,1982,28.68249632
Finland,"Industry, value added",1982,36.78960494
Finland,Customers local visits (per year),1982,74.29804878
Finland,Customers density,1982,15.84731278
Finland,"Services, etc., value added",1982,54.4795905
Finland,New products value added,1987,6.035748645
Finland,Domestic credit provided,1987,64.96041756
Finland,Exports of goods and services,1987,24.98560907
Finland,Parents rate,1987,1.59
Finland,Imports of goods and services,1987,24.46753553
Finland,"Industry, value added",1987,34.83045555
Finland,Customers local visits (per year),1987,74.59195122
Finland,Customers density,1987,16.19266227
Finland,"Services, etc., value added",1987,59.1337958
Finland,New products value added,1992,4.901682546
Finland,Domestic credit provided,1992,87.21740799
Finland,Exports of goods and services,1992,25.52326404
Finland,Parents rate,1992,1.85
Finland,Imports of goods and services,1992,24.67708481
Finland,"Industry, value added",1992,30.08311372
Finland,Customers local visits (per year),1992,75.45536585
Finland,Customers density,1992,16.55337339
Finland,"Services, etc., value added",1992,65.01520373
Finland,New products value added,1997,3.948409394
Finland,Domestic credit provided,1997,53.35919845
Finland,Exports of goods and services,1997,37.80093554
Finland,Parents rate,1997,1.75
Finland,Imports of goods and services,1997,30.4628944
Finland,"Industry, value added",1997,33.47976349
Finland,Customers local visits (per year),1997,76.87853659
Finland,Customers density,1997,16.87460192
Finland,"Services, etc., value added",1997,62.57182712
Finland,New products value added,2002,3.051814707
Finland,Domestic credit provided,2002,61.51218904
Finland,Exports of goods and services,2002,39.08583914
Finland,Parents rate,2002,1.72
Finland,Imports of goods and services,2002,30.20453304
Finland,"Industry, value added",2002,34.38290738
Finland,Customers local visits (per year),2002,78.1195122
Finland,Customers density,2002,17.07409304
Finland,"Services, etc., value added",2002,62.56527792
Finland,New products value added,2007,2.68309971
Finland,Domestic credit provided,2007,98.81018737
Finland,Exports of goods and services,2007,43.99680573
Finland,Parents rate,2007,1.83
Finland,Imports of goods and services,2007,39.17913647
Finland,"Industry, value added",2007,35.05322204
Finland,Customers local visits (per year),2007,79.26341463
Finland,Customers density,2007,17.39195633
Finland,"Services, etc., value added",2007,62.26367825
Fragile and conflict affected situations,New products value added,1962,
Fragile and conflict affected situations,Domestic credit provided,1962,14.76296618
Fragile and conflict affected situations,Exports of goods and services,1962,
Fragile and conflict affected situations,Parents rate,1962,6.632275168
Fragile and conflict affected situations,Imports of goods and services,1962,
Fragile and conflict affected situations,"Industry, value added",1962,
Fragile and conflict affected situations,Customers local visits (per year),1962,41.93607892
Fragile and conflict affected situations,Customers density,1962,8.440951684
Fragile and conflict affected situations,"Services, etc., value added",1962,
Fragile and conflict affected situations,New products value added,1967,
Fragile and conflict affected situations,Domestic credit provided,1967,18.84816089
Fragile and conflict affected situations,Exports of goods and services,1967,
Fragile and conflict affected situations,Parents rate,1967,6.744476443
Fragile and conflict affected situations,Imports of goods and services,1967,
Fragile and conflict affected situations,"Industry, value added",1967,
Fragile and conflict affected situations,Customers local visits (per year),1967,44.98296304
Fragile and conflict affected situations,Customers density,1967,9.559590791
Fragile and conflict affected situations,"Services, etc., value added",1967,
Fragile and conflict affected situations,New products value added,1972,
Fragile and conflict affected situations,Domestic credit provided,1972,25.90045384
Fragile and conflict affected situations,Exports of goods and services,1972,
Fragile and conflict affected situations,Parents rate,1972,6.720353315
Fragile and conflict affected situations,Imports of goods and services,1972,
Fragile and conflict affected situations,"Industry, value added",1972,
Fragile and conflict affected situations,Customers local visits (per year),1972,47.75235131
Fragile and conflict affected situations,Customers density,1972,10.91667885
Fragile and conflict affected situations,"Services, etc., value added",1972,
Fragile and conflict affected situations,New products value added,1977,
Fragile and conflict affected situations,Domestic credit provided,1977,
Fragile and conflict affected situations,Exports of goods and services,1977,
Fragile and conflict affected situations,Parents rate,1977,6.626357344
Fragile and conflict affected situations,Imports of goods and services,1977,
Fragile and conflict affected situations,"Industry, value added",1977,
Fragile and conflict affected situations,Customers local visits (per year),1977,50.04244713
Fragile and conflict affected situations,Customers density,1977,12.55084046
Fragile and conflict affected situations,"Services, etc., value added",1977,
Fragile and conflict affected situations,New products value added,1982,
Fragile and conflict affected situations,Domestic credit provided,1982,
Fragile and conflict affected situations,Exports of goods and services,1982,
Fragile and conflict affected situations,Parents rate,1982,6.434973703
Fragile and conflict affected situations,Imports of goods and services,1982,
Fragile and conflict affected situations,"Industry, value added",1982,
Fragile and conflict affected situations,Customers local visits (per year),1982,52.15144893
Fragile and conflict affected situations,Customers density,1982,14.35688304
Fragile and conflict affected situations,"Services, etc., value added",1982,
Fragile and conflict affected situations,New products value added,1987,
Fragile and conflict affected situations,Domestic credit provided,1987,
Fragile and conflict affected situations,Exports of goods and services,1987,
Fragile and conflict affected situations,Parents rate,1987,6.123167919
Fragile and conflict affected situations,Imports of goods and services,1987,
Fragile and conflict affected situations,"Industry, value added",1987,
Fragile and conflict affected situations,Customers local visits (per year),1987,54.13851186
Fragile and conflict affected situations,Customers density,1987,16.16996528
Fragile and conflict affected situations,"Services, etc., value added",1987,
Fragile and conflict affected situations,New products value added,1992,
Fragile and conflict affected situations,Domestic credit provided,1992,56.73277033
Fragile and conflict affected situations,Exports of goods and services,1992,14.85604434
Fragile and conflict affected situations,Parents rate,1992,5.789198488
Fragile and conflict affected situations,Imports of goods and services,1992,23.92479548
Fragile and conflict affected situations,"Industry, value added",1992,
Fragile and conflict affected situations,Customers local visits (per year),1992,55.47135716
Fragile and conflict affected situations,Customers density,1992,18.60376635
Fragile and conflict affected situations,"Services, etc., value added",1992,
Fragile and conflict affected situations,New products value added,1997,
Fragile and conflict affected situations,Domestic credit provided,1997,48.67790083
Fragile and conflict affected situations,Exports of goods and services,1997,34.79267864
Fragile and conflict affected situations,Parents rate,1997,5.481222079
Fragile and conflict affected situations,Imports of goods and services,1997,34.04941492
Fragile and conflict affected situations,"Industry, value added",1997,
Fragile and conflict affected situations,Customers local visits (per year),1997,56.16055102
Fragile and conflict affected situations,Customers density,1997,21.15378748
Fragile and conflict affected situations,"Services, etc., value added",1997,
Fragile and conflict affected situations,New products value added,2002,26.79487138
Fragile and conflict affected situations,Domestic credit provided,2002,45.695384
Fragile and conflict affected situations,Exports of goods and services,2002,37.02338555
Fragile and conflict affected situations,Parents rate,2002,5.177059571
Fragile and conflict affected situations,Imports of goods and services,2002,34.97893166
Fragile and conflict affected situations,"Industry, value added",2002,31.65324279
Fragile and conflict affected situations,Customers local visits (per year),2002,57.29694989
Fragile and conflict affected situations,Customers density,2002,23.9020935
Fragile and conflict affected situations,"Services, etc., value added",2002,40.61435353
Fragile and conflict affected situations,New products value added,2007,20.59247174
Fragile and conflict affected situations,Domestic credit provided,2007,10.05557071
Fragile and conflict affected situations,Exports of goods and services,2007,37.9783578
Fragile and conflict affected situations,Parents rate,2007,4.874136316
Fragile and conflict affected situations,Imports of goods and services,2007,33.85161435
Fragile and conflict affected situations,"Industry, value added",2007,35.59875578
Fragile and conflict affected situations,Customers local visits (per year),2007,59.20782178
Fragile and conflict affected situations,Customers density,2007,27.10869885
Fragile and conflict affected situations,"Services, etc., value added",2007,43.18090258
France,New products value added,1962,
France,Domestic credit provided,1962,34.57055663
France,Exports of goods and services,1962,12.83298796
France,Parents rate,1962,2.89
France,Imports of goods and services,1962,12.11688668
France,"Industry, value added",1962,
France,Customers local visits (per year),1962,70.31463415
France,Customers density,1962,87.87917621
France,"Services, etc., value added",1962,
France,New products value added,1967,8.668568393
France,Domestic credit provided,1967,37.99349669
France,Exports of goods and services,1967,13.14493218
France,Parents rate,1967,2.75
France,Imports of goods and services,1967,13.10404674
France,"Industry, value added",1967,33.65054722
France,Customers local visits (per year),1967,71.16097561
France,Customers density,1967,92.98505751
France,"Services, etc., value added",1967,57.68088438
France,New products value added,1972,7.682382706
France,Domestic credit provided,1972,44.91643706
France,Exports of goods and services,1972,16.48312475
France,Parents rate,1972,2.38
France,Imports of goods and services,1972,15.73389181
France,"Industry, value added",1972,32.32900608
France,Customers local visits (per year),1972,72.10731707
France,Customers density,1972,96.71752446
France,"Services, etc., value added",1972,59.98861122
France,New products value added,1977,4.830044594
France,Domestic credit provided,1977,51.67777572
France,Exports of goods and services,1977,20.10315477
France,Parents rate,1977,1.94
France,Imports of goods and services,1977,20.28710435
France,"Industry, value added",1977,30.90931485
France,Customers local visits (per year),1977,73.35121951
France,Customers density,1977,100.0143581
France,"Services, etc., value added",1977,64.26064055
France,New products value added,1982,4.554185643
France,Domestic credit provided,1982,80.62670372
France,Exports of goods and services,1982,21.24935369
France,Parents rate,1982,1.86
France,Imports of goods and services,1982,23.71111928
France,"Industry, value added",1982,29.22956724
France,Customers local visits (per year),1982,74.5
France,Customers density,1982,102.0127747
France,"Services, etc., value added",1982,66.21624712
France,New products value added,1987,3.471838547
France,Domestic credit provided,1987,90.01443495
France,Exports of goods and services,1987,19.43169963
France,Parents rate,1987,1.83
France,Imports of goods and services,1987,20.54180667
France,"Industry, value added",1987,27.68505874
France,Customers local visits (per year),1987,75.8
France,Customers density,1987,104.9783789
France,"Services, etc., value added",1987,68.84310271
France,New products value added,1992,2.879821556
France,Domestic credit provided,1992,100.3608851
France,Exports of goods and services,1992,21.14921964
France,Parents rate,1992,1.74
France,Imports of goods and services,1992,20.50796901
France,"Industry, value added",1992,26.22577645
France,Customers local visits (per year),1992,77.1
France,Customers density,1992,107.4778492
France,"Services, etc., value added",1992,70.89440199
France,New products value added,1997,2.630479628
France,Domestic credit provided,1997,98.41269934
France,Exports of goods and services,1997,25.24268334
France,Parents rate,1997,1.77
France,Imports of goods and services,1997,22.33863876
France,"Industry, value added",1997,23.71402363
France,Customers local visits (per year),1997,78.30487805
France,Customers density,1997,109.5116296
France,"Services, etc., value added",1997,73.65549675
France,New products value added,2002,2.234435829
France,Domestic credit provided,2002,100.1197422
France,Exports of goods and services,2002,27.03977208
France,Parents rate,2002,1.88
France,Imports of goods and services,2002,25.37573882
France,"Industry, value added",2002,22.55547458
France,Customers local visits (per year),2002,79.26097561
France,Customers density,2002,112.8725197
France,"Services, etc., value added",2002,75.21008959
France,New products value added,2007,1.800298943
France,Domestic credit provided,2007,137.2772361
France,Exports of goods and services,2007,27.12839279
France,Parents rate,2007,1.98
France,Imports of goods and services,2007,28.41931057
France,"Industry, value added",2007,21.06277632
France,Customers local visits (per year),2007,81.11219512
France,Customers density,2007,116.9124475
France,"Services, etc., value added",2007,77.13692473
French Polynesia,New products value added,1962,
French Polynesia,Domestic credit provided,1962,
French Polynesia,Exports of goods and services,1962,
French Polynesia,Parents rate,1962,5.5
French Polynesia,Imports of goods and services,1962,
French Polynesia,"Industry, value added",1962,
French Polynesia,Customers local visits (per year),1962,57.17065854
French Polynesia,Customers density,1962,22.85628415
French Polynesia,"Services, etc., value added",1962,
French Polynesia,New products value added,1967,
French Polynesia,Domestic credit provided,1967,
French Polynesia,Exports of goods and services,1967,
French Polynesia,Parents rate,1967,5.222
French Polynesia,Imports of goods and services,1967,
French Polynesia,"Industry, value added",1967,
French Polynesia,Customers local visits (per year),1967,59.15680488
French Polynesia,Customers density,1967,27.33087432
French Polynesia,"Services, etc., value added",1967,
French Polynesia,New products value added,1972,
French Polynesia,Domestic credit provided,1972,
French Polynesia,Exports of goods and services,1972,
French Polynesia,Parents rate,1972,4.889
French Polynesia,Imports of goods and services,1972,
French Polynesia,"Industry, value added",1972,
French Polynesia,Customers local visits (per year),1972,60.92892683
French Polynesia,Customers density,1972,32.31666667
French Polynesia,"Services, etc., value added",1972,
French Polynesia,New products value added,1977,
French Polynesia,Domestic credit provided,1977,
French Polynesia,Exports of goods and services,1977,
French Polynesia,Parents rate,1977,4.301
French Polynesia,Imports of goods and services,1977,
French Polynesia,"Industry, value added",1977,
French Polynesia,Customers local visits (per year),1977,62.82426829
French Polynesia,Customers density,1977,37.94180328
French Polynesia,"Services, etc., value added",1977,
French Polynesia,New products value added,1982,
French Polynesia,Domestic credit provided,1982,
French Polynesia,Exports of goods and services,1982,
French Polynesia,Parents rate,1982,3.858
French Polynesia,Imports of goods and services,1982,
French Polynesia,"Industry, value added",1982,
French Polynesia,Customers local visits (per year),1982,66.00939024
French Polynesia,Customers density,1982,43.95710383
French Polynesia,"Services, etc., value added",1982,
French Polynesia,New products value added,1987,
French Polynesia,Domestic credit provided,1987,
French Polynesia,Exports of goods and services,1987,
French Polynesia,Parents rate,1987,3.645
French Polynesia,Imports of goods and services,1987,
French Polynesia,"Industry, value added",1987,
French Polynesia,Customers local visits (per year),1987,68.04995122
French Polynesia,Customers density,1987,50.53497268
French Polynesia,"Services, etc., value added",1987,
French Polynesia,New products value added,1992,1.233007171
French Polynesia,Domestic credit provided,1992,
French Polynesia,Exports of goods and services,1992,1.423082336
French Polynesia,Parents rate,1992,3.175
French Polynesia,Imports of goods and services,1992,25.11591397
French Polynesia,"Industry, value added",1992,
French Polynesia,Customers local visits (per year),1992,69.44034146
French Polynesia,Customers density,1992,56.08442623
French Polynesia,"Services, etc., value added",1992,
French Polynesia,New products value added,1997,3.872644898
French Polynesia,Domestic credit provided,1997,
French Polynesia,Exports of goods and services,1997,4.354281816
French Polynesia,Parents rate,1997,2.66
French Polynesia,Imports of goods and services,1997,26.23506896
French Polynesia,"Industry, value added",1997,
French Polynesia,Customers local visits (per year),1997,71.33904878
French Polynesia,Customers density,1997,61.1295082
French Polynesia,"Services, etc., value added",1997,
French Polynesia,New products value added,2002,
French Polynesia,Domestic credit provided,2002,
French Polynesia,Exports of goods and services,2002,
French Polynesia,Parents rate,2002,2.37
French Polynesia,Imports of goods and services,2002,
French Polynesia,"Industry, value added",2002,
French Polynesia,Customers local visits (per year),2002,73.15263415
French Polynesia,Customers density,2002,66.94863388
French Polynesia,"Services, etc., value added",2002,
French Polynesia,New products value added,2007,
French Polynesia,Domestic credit provided,2007,
French Polynesia,Exports of goods and services,2007,
French Polynesia,Parents rate,2007,2.184
French Polynesia,Imports of goods and services,2007,
French Polynesia,"Industry, value added",2007,
French Polynesia,Customers local visits (per year),2007,74.89197561
French Polynesia,Customers density,2007,71.13688525
French Polynesia,"Services, etc., value added",2007,
Gabon,New products value added,1962,
Gabon,Domestic credit provided,1962,12.19085159
Gabon,Exports of goods and services,1962,31.71425748
Gabon,Parents rate,1962,4.541
Gabon,Imports of goods and services,1962,30.76839967
Gabon,"Industry, value added",1962,
Gabon,Customers local visits (per year),1962,40.374
Gabon,Customers density,1962,1.978522917
Gabon,"Services, etc., value added",1962,
Gabon,New products value added,1967,
Gabon,Domestic credit provided,1967,15.46407186
Gabon,Exports of goods and services,1967,48.05390719
Gabon,Parents rate,1967,4.899
Gabon,Imports of goods and services,1967,48.05390719
Gabon,"Industry, value added",1967,
Gabon,Customers local visits (per year),1967,44.05234146
Gabon,Customers density,1967,2.149373229
Gabon,"Services, etc., value added",1967,
Gabon,New products value added,1972,
Gabon,Domestic credit provided,1972,21.02580645
Gabon,Exports of goods and services,1972,73.08743779
Gabon,Parents rate,1972,5.208
Gabon,Imports of goods and services,1972,72.25788018
Gabon,"Industry, value added",1972,
Gabon,Customers local visits (per year),1972,48.31073171
Gabon,Customers density,1972,2.379512555
Gabon,"Services, etc., value added",1972,
Gabon,New products value added,1977,
Gabon,Domestic credit provided,1977,24.46537236
Gabon,Exports of goods and services,1977,51.59374094
Gabon,Parents rate,1977,5.543
Gabon,Imports of goods and services,1977,51.2605042
Gabon,"Industry, value added",1977,
Gabon,Customers local visits (per year),1977,52.44656098
Gabon,Customers density,1977,2.634322971
Gabon,"Services, etc., value added",1977,
Gabon,New products value added,1982,
Gabon,Domestic credit provided,1982,13.2386331
Gabon,Exports of goods and services,1982,61.59475145
Gabon,Parents rate,1982,5.722
Gabon,Imports of goods and services,1982,39.666919
Gabon,"Industry, value added",1982,
Gabon,Customers local visits (per year),1982,56.65139024
Gabon,Customers density,1982,2.976159429
Gabon,"Services, etc., value added",1982,
Gabon,New products value added,1987,
Gabon,Domestic credit provided,1987,40.75861747
Gabon,Exports of goods and services,1987,42.69492039
Gabon,Parents rate,1987,5.609
Gabon,Imports of goods and services,1987,45.21950723
Gabon,"Industry, value added",1987,
Gabon,Customers local visits (per year),1987,60.33485366
Gabon,Customers density,1987,3.403100865
Gabon,"Services, etc., value added",1987,
Gabon,New products value added,1992,
Gabon,Domestic credit provided,1992,21.01245727
Gabon,Exports of goods and services,1992,46.07555286
Gabon,Parents rate,1992,5.263
Gabon,Imports of goods and services,1992,33.79328923
Gabon,"Industry, value added",1992,
Gabon,Customers local visits (per year),1992,61.2545122
Gabon,Customers density,1992,3.898777506
Gabon,"Services, etc., value added",1992,
Gabon,New products value added,1997,
Gabon,Domestic credit provided,1997,16.08301438
Gabon,Exports of goods and services,1997,61.30401081
Gabon,Parents rate,1997,4.809
Gabon,Imports of goods and services,1997,37.23225371
Gabon,"Industry, value added",1997,
Gabon,Customers local visits (per year),1997,60.30302439
Gabon,Customers density,1997,4.439158614
Gabon,"Services, etc., value added",1997,
Gabon,New products value added,2002,6.248433086
Gabon,Domestic credit provided,2002,19.82434152
Gabon,Exports of goods and services,2002,52.60889969
Gabon,Parents rate,2002,4.389
Gabon,Imports of goods and services,2002,32.15018184
Gabon,"Industry, value added",2002,51.47212738
